code,employmentStatus,countryOfResidence,gender,age,income,customerType,joinDate,isCustomerAtMost6MonthOld,seniority,isPrimaryCustomer,customerTypeFirstMonth,customerRelationTypeFirstMonth,customerResidenceIndex,customerForeignIndex,channelOfJoin,deceasedIndex,customerAddrProvinceName,isCustomerActive,product
1050888.0,N,ES,V,23,243690.57,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050890.0,N,ES,H,26,93297.81,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"AVILA\"",0,"[1,2,3]"
1050891.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050893.0,N,ES,H,23,102242.25,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050894.0,N,ES,H,25,92941.65,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050896.0,N,ES,H,23,72729.48,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"HUESCA\"",0,"[1,2,3]"
1050897.0,N,ES,V,22,112788.38999999998,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"ALICANTE\"",1,"[1,2,3]"
1050872.0,N,ES,V,60,330939.12,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050898.0,N,ES,H,26,57358.02,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050871.0,N,ES,H,23,68472.63,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CANTABRIA\"",1,"[1,2,3]"
1050867.0,N,ES,V,23,85170.99,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050841.0,N,ES,V,23,99813.3,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050844.0,N,ES,H,23,72727.77,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050846.0,N,ES,V,24,143977.8,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050847.0,N,ES,V,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"GIPUZKOA\"",0,"[1,2,3]"
1050848.0,N,ES,H,33,55686.72,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050851.0,N,ES,V,24,43845.0,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050852.0,N,ES,V,26,89386.86,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050854.0,N,ES,V,23,115583.91,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050855.0,N,ES,V,30,81308.45999999999,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050857.0,N,ES,V,23,640168.26,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050859.0,N,ES,H,23,142219.8,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050861.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CANTABRIA\"",0,"[1,2,3]"
1050862.0,N,ES,H,23,50577.66,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050864.0,N,ES,V,25,109071.12,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CORUÑA, A\"",0,"[1,2,3]"
1050865.0,N,ES,V,23,70577.61,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050869.0,N,ES,V,31,45758.82,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,S,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050838.0,N,ES,H,23,90092.43,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050901.0,N,ES,H,31,84510.09,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050905.0,N,ES,V,57,57926.16,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050927.0,N,ES,H,32,195550.95,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050930.0,N,ES,H,36,88561.68000000002,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050931.0,N,ES,H,25,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050932.0,N,ES,V,26,44001.60000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050933.0,N,ES,H,23,49700.76,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050934.0,N,ES,H,29,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050935.0,N,ES,V,25,47843.46,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050936.0,N,ES,V,29,31697.07,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050937.0,N,ES,V,30,50423.58,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050938.0,N,ES,V,30,57371.76,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050939.0,N,ES,H,29,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050940.0,N,ES,H,67,50423.58,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050941.0,N,ES,H,55,57926.16,02 - PARTICULARES,2012-08-10,0,34,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050943.0,N,ES,H,32,50423.58,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050944.0,N,ES,V,26,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CORUÑA, A\"",0,"[1,2,3]"
1050926.0,N,ES,H,23,91258.47,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BURGOS\"",1,"[1,2,3]"
1050902.0,N,ES,H,23,38074.32,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CACERES\"",1,"[1,2,3]"
1050925.0,N,ES,H,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,S,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050922.0,N,ES,H,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050906.0,N,ES,V,25,129751.02,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050907.0,N,ES,H,27,85067.16,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050908.0,N,ES,H,24,85670.88,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050909.0,N,ES,V,26,57926.16,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050910.0,N,ES,V,32,30906.81,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MURCIA\"",0,"[1,2,3]"
1050911.0,N,ES,H,29,50229.09,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050912.0,N,ES,V,33,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CANTABRIA\"",1,"[1,2,3]"
1050913.0,N,ES,H,26,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050914.0,N,ES,H,25,34358.88,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050915.0,N,ES,H,37,122336.88,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050916.0,N,ES,H,30,182521.62,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050917.0,N,ES,H,23,49074.51,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050919.0,N,ES,H,24,150781.41,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050920.0,N,ES,H,25,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050921.0,N,ES,H,23,72013.38,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"AVILA\"",1,"[1,2,3]"
1050924.0,N,ES,V,26,67354.74,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"ZAMORA\"",1,"[1,2,3]"
1050837.0,N,ES,H,22,166221.81,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050836.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050834.0,N,ES,V,23,96211.98,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CORUÑA, A\"",0,"[1,2,3]"
1050748.0,N,ES,V,47,59406.69,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CADIZ\"",0,"[1,2,3]"
1050749.0,N,ES,H,22,118859.34,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050750.0,N,ES,H,23,13093.26,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050751.0,N,ES,H,23,61214.85000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050752.0,N,ES,V,22,114761.19,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050753.0,N,ES,V,29,149086.02,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SEVILLA\"",0,"[1,2,3]"
1050754.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050755.0,N,ES,V,22,105335.94,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050756.0,N,ES,H,23,67719.18000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"AVILA\"",0,"[1,2,3]"
1050757.0,N,ES,V,22,148870.98,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050758.0,N,ES,V,24,247846.8,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"MALAGA\"",0,"[1,2,3]"
1050759.0,N,ES,H,25,35610.149999999994,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050760.0,N,ES,V,23,43060.35000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050762.0,N,ES,H,23,44938.2,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050764.0,N,ES,H,36,31216.23,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050747.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050766.0,N,ES,V,26,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"ZAMORA\"",1,"[1,2,3]"
1050746.0,N,ES,H,24,64377.69,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050743.0,N,ES,H,23,59912.88,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050718.0,N,ES,H,23,111895.86000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"AVILA\"",0,"[1,2,3]"
1050720.0,N,ES,H,23,311520.44999999995,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050722.0,N,ES,H,23,81689.91,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050725.0,N,ES,H,23,140953.86000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050727.0,N,ES,H,23,25694.58,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050728.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"GIPUZKOA\"",1,"[1,2,3]"
1050732.0,N,ES,H,23,94136.49,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050734.0,N,ES,V,26,39389.4,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050735.0,N,ES,H,22,90461.7,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050736.0,N,ES,H,27,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050738.0,N,ES,H,23,50457.06,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CACERES\"",1,"[1,2,3]"
1050739.0,N,ES,H,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SEVILLA\"",0,"[1,2,3]"
1050740.0,N,ES,V,23,175780.83000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050741.0,,,,,,,,,,,,,,,,,"\"\"",,"[1,2,3]"
1050742.0,N,ES,V,25,57684.12,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CADIZ\"",0,"[1,2,3]"
1050744.0,N,ES,H,23,85568.97,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050768.0,N,ES,H,23,43242.21,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050769.0,N,ES,H,23,85073.61,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050771.0,N,ES,V,23,64886.31,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050806.0,N,ES,H,27,140940.27,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050810.0,N,ES,V,23,128396.19,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"AVILA\"",1,"[1,2,3]"
1050811.0,N,ES,H,26,98243.4,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050813.0,N,ES,H,23,100792.08,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050815.0,N,ES,V,23,40882.29,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BADAJOZ\"",1,"[1,2,3]"
1050817.0,N,ES,V,26,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050819.0,N,ES,H,24,105114.81,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050820.0,N,ES,V,23,95234.76,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050822.0,N,ES,V,23,90872.37,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050824.0,N,ES,H,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050825.0,N,ES,V,23,70435.44,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050829.0,N,ES,V,24,42778.98,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050830.0,N,ES,V,22,46364.61,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050832.0,N,ES,V,23,97533.84,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050833.0,N,ES,V,23,88349.85,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050804.0,N,ES,V,26,73938.9,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050803.0,N,ES,H,28,37729.83,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ALICANTE\"",0,"[1,2,3]"
1050800.0,N,ES,H,23,110521.98,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BURGOS\"",1,"[1,2,3]"
1050798.0,N,ES,H,34,80555.64,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",1,"[1,2,3]"
1050773.0,N,ES,V,22,281761.02,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"ALICANTE\"",1,"[1,2,3]"
1050774.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050775.0,N,ES,H,23,42273.99,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050778.0,N,ES,V,26,126947.19,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050779.0,N,ES,H,23,45086.37,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BADAJOZ\"",1,"[1,2,3]"
1050781.0,N,ES,H,23,69094.08,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CUENCA\"",0,"[1,2,3]"
1050784.0,N,ES,V,23,43947.27,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ALMERIA\"",0,"[1,2,3]"
1050486.0,N,ES,V,29,39097.98,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050786.0,N,ES,H,29,116311.88999999998,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050788.0,N,ES,H,27,102857.34,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050790.0,N,ES,V,23,57965.34,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050791.0,N,ES,V,23,107045.79,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050793.0,N,ES,H,23,56271.09,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CACERES\"",1,"[1,2,3]"
1050794.0,N,ES,V,26,23824.32,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050796.0,N,ES,H,23,56709.78,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"CACERES\"",1,"[1,2,3]"
1050797.0,N,ES,V,22,110465.58,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050787.0,N,ES,V,27,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050946.0,N,ES,H,31,40881.75,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050485.0,N,ES,H,28,40852.53,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050481.0,N,ES,H,26,58142.7,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"BADAJOZ\"",0,"[1,2,3]"
1050227.0,N,ES,H,25,77098.77,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050228.0,N,ES,H,50,,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050229.0,N,ES,H,24,123240.45,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ALBACETE\"",0,"[1,2,3]"
1050230.0,N,ES,V,26,62151.18000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050231.0,N,ES,V,26,88658.25,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050233.0,N,ES,V,23,66288.09,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050234.0,N,ES,V,27,694172.8500000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050235.0,N,ES,H,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050238.0,N,ES,H,23,162359.91,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050239.0,N,ES,H,23,90636.39,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050240.0,N,ES,H,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHD,N,"\"PONTEVEDRA\"",0,"[1,2,3]"
1050242.0,N,ES,H,23,192255.09,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050243.0,N,ES,V,32,37008.60000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050244.0,N,ES,V,24,82451.25,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050245.0,N,ES,V,24,79683.84,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050226.0,N,ES,H,27,69293.43000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CORUÑA, A\"",0,"[1,2,3]"
